Speck;Speck;10000;78500;500;8500;0;0;0;0
Spezi Mezzo Mix;Spezi Mezzo Mix;10000;4000;0;0;1000;1000;0;0
Spiegelei;Spiegelei;10000;17800;1200;1400;100;100;0;0
Spinat;Spinat;10000;2700;200;80;200;200;170;0
Spinat mit Rahm;Spinat mit Rahm;10000;9000;200;700;400;400;170;0
Spitzkohl;Spitzkohl;10000;2600;170;30;280;270;260;0
Sprite;Sprite;10000;3600;0;0;910;910;0;0
Stachelbeeren;Stachelbeere;10000;4800;140;50;800;800;300;0
Stangensellerie;Stangensellerie;10000;1900;100;20;200;70;270;0
Staudensellerie;Staudensellerie;10000;1800;100;20;200;0;230;0
Steckrüben;Steckrübe;10000;3400;100;40;600;510;140;0
Steinpilze;Steinpilz;10000;3100;400;0;100;0;550;0
Stevia;Stevia;10000;0;0;0;0;0;0;0
Stollen;Stollen;10000;42100;400;2500;4400;2500;200;0
Stremellachs;Stremellachs;10000;20800;2500;1200;10;10;0;0
Stroh 80;Stroh 80;10000;45400;0;0;0;0;0;6400
Studentenfutter;Studentenfutter;10000;48500;1300;2680;4500;3800;590;0
Sülze Hausmacher Art;Sülze Hausmacher Art;10000;16700;1100;1300;140;130;0;0
Suppenfleisch Rind;Suppenfleisch Rind;10000;16200;1800;1000;0;0;0;0
Suppenhuhn;Suppenhuhn;10000;24000;1500;2000;0;0;0;0
Surimi;Surimi;10000;9600;1500;90;700;0;0;0
Sushi;Sushi;10000;12600;650;70;2350;0;0;0
Süßkartoffeln;Süßkartoffel;10000;12700;160;120;2630;600;210;0
Süßkirschen;Süßkirsche;10000;6500;100;20;1400;1340;140;0
Süßlupinenmehl;Süßlupinenmehl;10000;32400;4300;1200;1000;200;200;0
Süßstoff;Süßstoff;10000;0;0;0;0;0;0;0
Tabasco;Tabasco;10000;6900;240;350;700;300;0;0
Tafelspitz mager roh;Tafelspitz mager roh;10000;10200;2000;200;100;100;0;0
Tahina Sesampaste;Tahina Sesampaste;10000;65600;1700;5400;2100;50;900;0
Tamarillo;Tamarillo;10000;6000;150;120;1000;800;150;0
Tamarinde;Tamarinde;10000;27200;200;50;6500;5700;0;0
Tee schwarz;Tee schwarz;10000;0;0;0;0;0;0;0
Teewurst;Teewurst;10000;48900;1200;4900;0;0;0;0
Thunfisch;Thunfisch;10000;11400;2400;200;0;0;0;0
Tilsiter Käse;Tilsiter Käse;10000;32600;2200;2600;100;100;0;0
Tintenfisch;Tintenfisch;10000;6900;1500;100;0;0;0;0
Tiramisu;Tiramisu;10000;24800;540;1170;3040;1800;0;0
Toastbrot;Toastbrot;10000;24800;700;160;4940;300;400;0
Tofu;Tofu;10000;7600;800;400;200;0;20;0
Tomate;Tomate;10000;2400;100;30;400;340;40;0
Tomaten, getrocknet;Tomaten, getrocknet;10000;16300;590;540;1590;600;1350;0
Tomaten, passiert;Tomaten, passiert;10000;2600;100;10;400;400;240;0
Tomatenmark;Tomatenmark;10000;4100;160;20;700;600;240;0
Tomatensaft;Tomatensaft;10000;2000;80;10;380;360;40;0
Tomatensauce;Tomatensauce;10000;4000;120;40;710;400;160;0
Tomatensuppe;Tomatensuppe;10000;3400;70;30;700;350;50;0
Tonic Water;Tonic Water;10000;3600;0;0;900;900;0;0
Topinambur;Topinambur;10000;7900;200;0;1700;1000;160;0
Tortellini;Tortellini;10000;30500;1400;720;4500;100;200;0
Tortenguss;Tortenguss;10000;31100;20;20;7700;0;0;0
Tortilla;Tortilla;10000;22600;700;100;4600;0;240;0
Traubenkernöl;Traubenkernöl;10000;90000;0;10000;0;0;0;0
Traubensaft;Traubensaft;10000;6800;0;0;1700;1700;0;0
Traubenzucker;Traubenzucker;10000;40000;0;0;10000;10000;0;0
Trinkschokolade;Trinkschokolade;10000;10000;250;350;1470;1340;0;0
Trinkwasser;Trinkwasser;10000;0;0;0;0;0;0;0
Trockenhefe;Trockenhefe;10000;31300;3500;100;3100;0;2000;0
Trüffel;Trüffel;10000;6800;800;50;800;100;0;0
Tzatziki;Tzatziki;10000;10100;350;700;600;100;0;0
Vanillepudding gekocht;Vanillepudding gekocht;10000;10600;300;150;2000;1400;0;0
Vanilleschote;Vanilleschote;10000;5300;10;10;1300;1300;0;0
Vanillezucker;Vanillezucker;10000;40000;0;0;10000;10000;0;0
Vollkornbrot;Vollkornbrot;10000;20800;700;240;3600;200;700;0
Vollkornbrötchen;Vollkornbrötchen;10000;24600;700;300;4400;200;730;0
Vollkornhaferflocken;Vollkornhaferflocken;10000;36000;1380;680;5500;100;1170;0
Vollkornknäckebrot;Vollkornknäckebrot;10000;34100;900;160;6500;170;1510;0
Vollkornreis roh;Vollkornreis roh;10000;32400;300;200;7200;200;300;0
Vollkorntoastbrot;Vollkorntoastbrot;10000;22100;700;340;3600;300;900;0
Vollmilchschokolade;Vollmilchschokolade;10000;53400;800;3200;5300;5300;100;0
Wacholderbeeren;Wacholderbeere;10000;35300;1900;1340;3300;100;1200;0
Walnüsse;Walnuss;10000;67800;1030;6400;1240;500;540;0
Walnussmehl entölt;Walnussmehl entölt;10000;47800;3000;3000;1500;700;1400;0
Walnussöl;Walnussöl;10000;90000;0;10000;0;0;0;0
Wassereis;Wassereis;10000;10000;0;0;2500;2500;0;0
Wassermelone;Wassermelone;10000;2800;80;0;600;600;40;0
Weinbrand/Cognac (40%);Weinbrand/Cognac (40%);10000;22700;0;0;0;0;0;3200
Weingeist/Sprit (95%);Weingeist/Sprit (95%);10000;54000;0;0;0;0;0;7600
Weinsauerkraut;Weinsauerkraut;10000;2200;150;50;190;170;200;0
Weinschorle;Weinschorle;10000;4500;0;0;200;200;0;520
Weintrauben;Weintraube;10000;7100;100;100;1400;1400;100;0
Weißbier Weizenbier;Weißbier Weizenbier;10000;4700;0;0;500;300;0;380
Weißbrot;Weißbrot;10000;25100;500;190;5200;200;300;0
Weiße Bohnen roh;Weiße Bohne roh;10000;9600;550;30;1600;400;350;0
Weiße Schokolade;Weiße Schokolade;10000;54600;400;3000;6500;6500;0;0
Weißkohl;Weißkohl;10000;3000;100;0;500;500;300;0
Weißwein;Weißwein;10000;8800;0;0;400;400;0;1020
Weißweinessig;Weißweinessig;10000;500;20;0;100;10;0;0
Weißweinschorle;Weißweinschorle;10000;4400;0;0;200;200;0;510
Weißwurst;Weißwurst;10000;26500;1000;2500;0;0;0;0
Weizenbier alkoholfrei;Weizenbier alkoholfrei;10000;2400;40;10;530;360;0;0
Weizengras Pulver;Weizengras Pulver;10000;17100;1470;140;230;0;4500;0
Weizengrieß;Weizengrieß;10000;32200;900;100;6600;80;640;0
Weizenkeimöl;Weizenkeimöl;10000;90000;0;10000;0;0;0;0
Weizenkleie;Weizenkleie;10000;25600;1830;400;1200;200;4940;0
Weizenknäckebrot;Weizenknäckebrot;10000;36700;1100;170;7400;300;580;0
Weizenkorn;Weizenkorn;10000;21600;0;0;0;0;0;3040
Weizenmehl 405;Weizenmehl 405;10000;34300;1080;100;7090;100;350;0
Weizenstärke;Weizenstärke;10000;36600;80;100;8800;0;80;0
Weizenvollkornmehl;Weizenvollkornmehl;10000;32200;880;160;6340;70;950;0
Welsfilet;Welsfilet;10000;18300;1870;1200;0;0;0;0
Weltmeisterbrot;Weltmeisterbrot;10000;23200;800;500;3600;300;550;0
Whey Protein natur;Whey Protein natur;10000;36400;8500;270;0;0;0;0
Whisky (40% Vol.);Whisky (40% Vol.);10000;22700;0;0;0;0;0;3200
Wiener Schnitzel gebr.;Wiener Schnitzel gebr.;10000;23300;2000;1100;1300;0;120;0
Wiener Würstchen;Wiener Würstchen;10000;24300;1110;2200;20;0;0;0
Wildente;Wildente;10000;12200;1100;870;0;0;0;0
Wildlachs;Wildlachs;10000;9900;1800;300;0;0;0;0
Wildreis gekocht;Wildreis gekocht;10000;13800;540;50;2700;60;210;0
Wildreis gemischt roh;Wildreis gemischt roh;10000;37000;900;200;7700;0;400;0
Wildreis roh;Wildreis roh;10000;36900;1400;100;7300;200;600;0
Wildschwein;Wildschwein;10000;14700;2100;700;0;0;0;0
Windbeutel;Windbeutel;10000;29400;500;1840;2700;420;40;0
Wirsing;Wirsing;10000;2300;200;10;200;200;300;0
Wodka (40% Vol.);Wodka (40% Vol.);10000;22700;0;0;0;0;0;3200
Wurstsalat;Wurstsalat;10000;29800;260;3040;340;80;0;0
Xylit;Xylit;10000;24000;0;0;10000;0;0;0
Zander;Zander;10000;8900;2000;100;0;0;0;0
Zartbitterschokolade 50%;Zartbitterschokolade 50%;10000;49800;700;3000;4500;4500;1000;0
Zartbitterschokolade 75%;Zartbitterschokolade 75%;10000;52300;850;4100;2800;2800;400;0
Zartbitterschokolade 85%;Zartbitterschokolade 85%;10000;57400;1000;5000;1900;1300;400;0
Zartbitterschokolade 90%;Zartbitterschokolade 90%;10000;60100;1000;5500;1400;700;500;0
Ziegenfrischkäse;Ziegenfrischkäse;10000;16400;900;1270;350;350;0;0
Ziegenkäse;Ziegenkäse;10000;32400;2240;2600;0;0;0;0
Zimt;Zimt;10000;25300;400;120;3000;220;5300;0
Zitrone;Zitrone;10000;3300;140;60;300;300;500;0
Zitronengras;Zitronengras;10000;11600;150;50;2530;300;190;0
Zitronensaft;Zitronensaft;10000;1300;30;20;240;170;40;0
Zucchini;Zucchini;10000;2200;300;0;200;200;100;0
Zucker;Zucker;10000;40000;0;0;10000;10000;0;0
Zuckerrübensirup;Zuckerrübensirup;10000;32900;100;10;8100;7900;0;0
Zuckerschoten;Zuckerschoten;10000;6300;400;100;900;800;100;0
Zwieback;Zwieback;10000;42300;1000;1000;7200;1200;240;0
Zwiebel;Zwiebel;10000;3300;100;0;600;400;230;0
Zwiebelkuchen;Zwiebelkuchen;10000;19900;690;1340;1200;100;140;0
Zwiebelmettwurst;Zwiebelmettwurst;10000;28500;1500;2500;0;0;0;0
